"Marital.status2","Marital.statusOthers","Application.mode12","Application.mode14","Application.mode8","Application.modeOthers","Application.order","Course2","Course3","Course4","Course5","Course6","Course7","Course8","Course9","Course10","Course11","Course12","Course13","Course14","Course15","Course16","Course17","Daytime.evening.attendance1","Previous.qualification12","Previous.qualification14","Previous.qualificationOthers","Nacionality14","Nacionality9","NacionalityOthers","Mother.s.qualification13","Mother.s.qualification22","Mother.s.qualification23","Mother.s.qualification3","Mother.s.qualificationOthers","Father.s.qualification14","Father.s.qualification24","Father.s.qualification27","Father.s.qualification28","Father.s.qualification3","Father.s.qualificationOthers","Mother.s.occupation3","Mother.s.occupation4","Mother.s.occupation5","Mother.s.occupation6","Mother.s.occupation8","Mother.s.occupationOthers","Father.s.occupation11","Father.s.occupation4","Father.s.occupation5","Father.s.occupation6","Father.s.occupation7","Father.s.occupation8","Father.s.occupation9","Father.s.occupationOthers","Displaced1","Educational.special.needs1","Debtor1","Tuition.fees.up.to.date1","Gender1","Scholarship.holder1","Age.at.enrollment","International1","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","TargetGraduate"
1,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.69811320754717,0,0.65,0.576923076923077,0.444444444444444,0.5,0.660213958227203,0.0833333333333333,0.526315789473684,0.565217391304348,0.393939393939394,0.5,0.597692307692308,0.0833333333333333,0.918604651162791,0.8,0,0
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0377358490566038,0,0,0.230769230769231,0.133333333333333,0.230769230769231,0.635761589403974,0,0,0.260869565217391,0.212121212121212,0.3,0.628205128205128,0,1,0.244444444444444,0.414795244385733,1
0,0,0,1,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.113207547169811,0,0,0.269230769230769,0.311111111111111,0.192307692307692,0.632582781456954,0,0,0.304347826086957,0.424242424242424,0.3,0.656923076923077,0,0.732558139534884,0.111111111111111,0.640686922060766,0
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0188679245283019,0,0,0.230769230769231,0.177777777777778,0.230769230769231,0.622516556291391,0,0,0.260869565217391,0.303030303030303,0.25,0.646153846153846,0,0.593023255813953,1,0.311756935270806,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0377358490566038,0,0,0.269230769230769,0.177777777777778,0.269230769230769,0.680132450331126,0,0,0.347826086956522,0.242424242424242,0.4,0.834615384615385,0,0.732558139534884,0.111111111111111,0.640686922060766,1
0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0188679245283019,0,0,0.230769230769231,0.133333333333333,0.230769230769231,0.644591611479029,0,0,0.260869565217391,0.181818181818182,0.3,0.664102564102564,0,0.372093023255814,0.488888888888889,0.766182298546896,1
0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0.0188679245283019,0,0,0.192307692307692,0.177777777777778,0.115384615384615,0.547461368653422,0,0,0.217391304347826,0.333333333333333,0.15,0.584615384615385,0,0.372093023255814,0.488888888888889,0.766182298546896,0
0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555555555556,0.578599735799207,0
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0377358490566038,0,0,0.269230769230769,0.244444444444444,0.230769230769231,0.735761589403974,0,0,0.347826086956522,0.272727272727273,0.4,0.800393162393162,0,0.918604651162791,0.8,0,1
0,0,0,0,0,1,0.666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0566037735849057,0,0.1,0.192307692307692,0.177777777777778,0.192307692307692,0.762913907284768,0.0833333333333333,0,0.217391304347826,0.181818181818182,0.25,0.753846153846154,0,0.593023255813953,1,0.311756935270806,0
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0188679245283019,0,0,0.269230769230769,0.222222222222222,0.269230769230769,0.802384105960265,0,0,0.347826086956522,0.242424242424242,0.4,0.847673076923077,0,0.918604651162791,0.8,0,1
0,0,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0754716981132075,0,0,0.192307692307692,0.155555555555556,0.153846153846154,0.635761589403974,0,0,0.217391304347826,0.151515151515152,0.25,0.656923076923077,0,0.372093023255814,0.488888888888889,0.766182298546896,1
0,0,1,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.132075471698113,0,0,0.307692307692308,0.333333333333333,0.230769230769231,0.657748344370861,0,0,0.347826086956522,0.454545454545455,0.3,0.6685,0,0.372093023255814,0.488888888888889,0.766182298546896,1
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.169811320754717,0,0.4,0.346153846153846,0.244444444444444,0.346153846153846,0.653421633554084,0,0.210526315789474,0.304347826086957,0.212121212121212,0.35,0.676923076923077,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.113207547169811,0,0,0.192307692307692,0,0,0,0,0,0.217391304347826,0,0,0,0,0.151162790697675,0.488888888888889,1,0
0,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.269230769230769,0.155555555555556,0.230769230769231,0.633995584988963,0,0,0.304347826086957,0.212121212121212,0.3,0.644358974358974,0,0,0.755555555555556,0.578599735799207,1
0,0,1,0,0,0,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.283018867924528,0,0.4,0.692307692307692,0.6,0.5,0.726584673604541,0.0833333333333333,0.368421052631579,0.521739130434783,0.545454545454545,0.6,0.650641025641026,0,0.918604651162791,0.8,0,1
0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0566037735849057,0,0,0.269230769230769,0.155555555555556,0.269230769230769,0.687833491012299,0,0,0.347826086956522,0.242424242424242,0.4,0.77875,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,0,0,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593023255813953,1,0.311756935270806,1
0,0,0,0,0,1,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0566037735849057,0,0,0.230769230769231,0.177777777777778,0.230769230769231,0.695364238410596,0,0,0.260869565217391,0.303030303030303,0.3,0.710769230769231,0,1,0.244444444444444,0.414795244385733,1
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0377358490566038,0,0.1,0.230769230769231,0.155555555555556,0.230769230769231,0.764427625354778,0,0.0526315789473684,0.304347826086957,0.242424242424242,0.35,0.774038461538461,0,0.406976744186047,0.311111111111111,0.803170409511229,1
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.150943396226415,0,0,0.538461538461538,0.311111111111111,0.461538461538462,0.704194260485651,0.0833333333333333,0,0.608695652173913,0.424242424242424,0.6,0.715705128205128,0.0833333333333333,0,0.755555555555556,0.578599735799207,1
0,0,1,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.132075471698113,0,0,0.230769230769231,0.133333333333333,0.230769230769231,0.71523178807947,0,0,0.260869565217391,0.181818181818182,0.3,0.7,0,0.406976744186047,0.311111111111111,0.803170409511229,1
0,0,0,0,0,0,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209302325581395,0,0.124174372523118,1
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0943396226415094,0,0,0.192307692307692,0.155555555555556,0.115384615384615,0.618101545253863,0,0,0.217391304347826,0.242424242424242,0.1,0.565384615384615,0.166666666666667,0,0.755555555555556,0.578599735799207,0
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0377358490566038,0,0,0.269230769230769,0.2,0.269230769230769,0.634437086092715,0,0,0.347826086956522,0.272727272727273,0.35,0.706923076923077,0,0.732558139534884,0.111111111111111,0.640686922060766,1
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0188679245283019,0,0,0.230769230769231,0.177777777777778,0.192307692307692,0.688741721854305,0,0,0.260869565217391,0.242424242424242,0.25,0.753846153846154,0,0.732558139534884,0.111111111111111,0.640686922060766,1
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0377358490566038,0,0,0.230769230769231,0.177777777777778,0.230769230769231,0.591611479028698,0,0,0.260869565217391,0.212121212121212,0.2,0.721538461538461,0,1,0.244444444444444,0.414795244385733,1
0,0,0,0,0,1,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0754716981132075,0,0.35,0.5,0.466666666666667,0.423076923076923,0.630945213726671,0,0.263157894736842,0.478260869565217,0.424242424242424,0.55,0.577622377622378,0,0.151162790697675,0.488888888888889,1,1
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0377358490566038,0,0,0.192307692307692,0.288888888888889,0.153846153846154,0.529801324503311,0,0,0.217391304347826,0.212121212121212,0.15,0.61025641025641,0,0.918604651162791,0.8,0,0
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0566037735849057,1,0.1,0.230769230769231,0.288888888888889,0.115384615384615,0.618101545253863,0,0.0526315789473684,0.260869565217391,0.333333333333333,0.15,0.646153846153846,0,0.558139534883721,0.288888888888889,0.772787318361955,0
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0188679245283019,0,0,0.307692307692308,0.177777777777778,0.269230769230769,0.831788079470199,0,0,0.347826086956522,0.242424242424242,0.35,0.845384615384615,0,0.593023255813953,1,0.311756935270806,1
0,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.230769230769231,0.155555555555556,0.230769230769231,0.618101545253863,0,0,0.260869565217391,0.181818181818182,0.3,0.664102564102564,0,0.732558139534884,0.111111111111111,0.640686922060766,0
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0188679245283019,0,0,0.269230769230769,0.177777777777778,0.269230769230769,0.790397350993377,0,0,0.347826086956522,0.242424242424242,0.4,0.826807692307692,0,0.918604651162791,0.8,0,1
0,0,0,0,0,1,0.166666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0754716981132075,0,0.15,0.230769230769231,0.133333333333333,0.230769230769231,0.777041942604856,0,0.105263157894737,0.260869565217391,0.181818181818182,0.3,0.744871794871795,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.0188679245283019,0,0,0.192307692307692,0.111111111111111,0.192307692307692,0.709933774834437,0,0,0.217391304347826,0.151515151515152,0.25,0.807692307692308,0,0.151162790697675,0.488888888888889,1,1
0,0,0,0,1,0,0.666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.0754716981132075,0,0,0.230769230769231,0,0,0,0,0,0.260869565217391,0,0,0,0,0.372093023255814,0.488888888888889,0.766182298546896,0
0,0,0,0,0,1,0.166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.283018867924528,0,0,0.230769230769231,0.311111111111111,0.153846153846154,0.609271523178808,0,0,0.260869565217391,0.424242424242424,0.15,0.592307692307692,0,1,0.244444444444444,0.414795244385733,0
0,0,0,0,1,0,0.833333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.0566037735849057,0,0,0.230769230769231,0.155555555555556,0,0,0,0,0.260869565217391,0.181818181818182,0,0,0,0.151162790697675,0.488888888888889,1,0
0,0,1,0,0,0,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.283018867924528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.244444444444444,0.414795244385733,0
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.0566037735849057,0,0,0.230769230769231,0.333333333333333,0.153846153846154,0.56953642384106,0,0,0.260869565217391,0.363636363636364,0.1,0.565384615384615,0,0.732558139534884,0.111111111111111,0.640686922060766,0
0,0,1,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.207547169811321,0,0,0.269230769230769,0.2,0.269230769230769,0.900956585724798,0,0.0526315789473684,0.347826086956522,0.272727272727273,0.4,0.892888888888889,0,0.918604651162791,0.8,0,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0377358490566038,0,0,0.230769230769231,0.133333333333333,0.153846153846154,0.609271523178808,0,0,0.260869565217391,0.181818181818182,0.25,0.592307692307692,0,0.151162790697675,0.488888888888889,1,0
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0188679245283019,0,0,0.230769230769231,0.2,0.192307692307692,0.603973509933775,0,0,0.260869565217391,0.424242424242424,0.1,0.726923076923077,0,0.151162790697675,0.488888888888889,1,0
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0188679245283019,1,0,0.230769230769231,0.133333333333333,0.230769230769231,0.635761589403974,0,0,0.260869565217391,0.181818181818182,0.1,0.592307692307692,0,0.406976744186047,0.311111111111111,0.803170409511229,0
0,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.0188679245283019,0,0,0.230769230769231,0.222222222222222,0.192307692307692,0.614569536423841,0,0,0.260869565217391,0.181818181818182,0.3,0.646153846153846,0,0.209302325581395,0,0.124174372523118,0
0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.0188679245283019,0,0,0.269230769230769,0.177777777777778,0.230769230769231,0.703134657836645,0,0,0.347826086956522,0.333333333333333,0.35,0.696971153846154,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0377358490566038,0,0,0.230769230769231,0.2,0.192307692307692,0.656953642384106,0,0,0.260869565217391,0.181818181818182,0.3,0.708974358974359,0,0.593023255813953,1,0.311756935270806,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0377358490566038,0,0,0.269230769230769,0.244444444444444,0.153846153846154,0.635761589403974,0,0,0.304347826086957,0.272727272727273,0.3,0.637179487179487,0,1,0.244444444444444,0.414795244385733,0
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.230769230769231,0.155555555555556,0.192307692307692,0.709933774834437,0,0,0.260869565217391,0.181818181818182,0.25,0.689230769230769,0,0.593023255813953,1,0.311756935270806,1
0,0,1,0,0,0,0.166666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.169811320754717,0,0,0.230769230769231,0.288888888888889,0.153846153846154,0.635761589403974,0,0,0.260869565217391,0.212121212121212,0.25,0.710769230769231,0,1,0.244444444444444,0.414795244385733,0
0,0,0,0,0,1,0.333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0377358490566038,0,0,0.230769230769231,0.244444444444444,0.192307692307692,0.593377483443709,0,0,0.260869565217391,0.212121212121212,0.3,0.646153846153846,0,0.209302325581395,0,0.124174372523118,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.132075471698113,0,0,0.269230769230769,0.155555555555556,0.230769230769231,0.704635761589404,0,0,0.304347826086957,0.212121212121212,0.3,0.716153846153846,0,0,0.755555555555556,0.578599735799207,1
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0188679245283019,0,0,0.230769230769231,0.177777777777778,0.153846153846154,0.662251655629139,0,0,0.260869565217391,0.181818181818182,0.25,0.678461538461538,0,0.593023255813953,1,0.311756935270806,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0188679245283019,0,0,0.269230769230769,0.222222222222222,0.269230769230769,0.777112582781457,0,0,0.347826086956522,0.242424242424242,0.4,0.787971153846154,0,0.918604651162791,0.8,0,1
0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0188679245283019,0,0,0.269230769230769,0.177777777777778,0.269230769230769,0.695894039735099,0,0,0.347826086956522,0.272727272727273,0.4,0.713162393162393,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0188679245283019,0,0,0.307692307692308,0.244444444444444,0.269230769230769,0.683897824030274,0,0,0.347826086956522,0.333333333333333,0.35,0.695076923076923,0,0.372093023255814,0.488888888888889,0.766182298546896,1
0,1,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.547169811320755,0,0.3,0.307692307692308,0.266666666666667,0.307692307692308,0.655629139072848,0,0.210526315789474,0.391304347826087,0.333333333333333,0.25,0.667692307692308,0,0.151162790697675,0.488888888888889,1,1
